timestamp mote_count room_0 value_0 room_1 value_1 room_2 value_2 room_3 value_3 room_4 value_4 room_5 value_5
4--95:,2015.3.15-17.57.12
4--94:,2015.3.15-17.57.13
4--96:,2015.3.15-17.57.15
4--98:,2015.3.15-17.57.16
4--103:,2015.3.15-17.57.17
4--101:,2015.3.15-17.57.18
4--101:,2015.3.15-17.57.19
4--101:,2015.3.15-17.57.20
4--101:,2015.3.15-17.57.21
4--101:,2015.3.15-17.57.22
4--101:,2015.3.15-17.57.23
4--101:,2015.3.15-17.57.24
4--101:,2015.3.15-17.57.25
4--101:,2015.3.15-17.57.26
4--100:,2015.3.15-17.57.27
4--98:,2015.3.15-17.57.28
4--96:,2015.3.15-17.57.29
4--96:5--72:,2015.3.15-17.57.30
4--92:5--72:,2015.3.15-17.57.31
4--89:5--72:,2015.3.15-17.57.32
4--66:5--72:,2015.3.15-17.57.33
4--90:5--72:,2015.3.15-17.57.34
4--91:5--72:,2015.3.15-17.57.35
4--108:5--72:,2015.3.15-17.57.36
4--91:5--72:,2015.3.15-17.57.38
4--90:5--72:,2015.3.15-17.57.39
4--91:5--72:,2015.3.15-17.57.40
4--90:,2015.3.15-17.57.41
4--91:,2015.3.15-17.57.42
4--66:,2015.3.15-17.57.43
4--91:,2015.3.15-17.57.44
4--93:,2015.3.15-17.57.45
4--90:,2015.3.15-17.57.46
4--93:,2015.3.15-17.57.47
1--100:4--96:,2015.3.15-17.57.48
1--100:4--96:,2015.3.15-17.57.49
1--100:4--96:,2015.3.15-17.57.50
1--100:4--96:,2015.3.15-17.57.51
1--100:4--96:,2015.3.15-17.57.52
1--100:4--99:,2015.3.15-17.57.53
1--100:4--99:,2015.3.15-17.57.54
1--100:4--101:,2015.3.15-17.57.55
1--100:4--103:,2015.3.15-17.57.56
1--100:4--100:,2015.3.15-17.57.57
4--120:,2015.3.15-17.57.58
4--95:,2015.3.15-17.57.59
4--95:,2015.3.15-17.58.0
4--72:,2015.3.15-17.58.2
4--100:,2015.3.15-17.58.3
4--100:,2015.3.15-17.58.4
4--72:,2015.3.15-17.58.5
4--97:,2015.3.15-17.58.6
4--101:,2015.3.15-17.58.7
4--101:,2015.3.15-17.58.8
4--72:,2015.3.15-17.58.9
4--101:,2015.3.15-17.58.10
4--98:,2015.3.15-17.58.11
4--98:,2015.3.15-17.58.12
4--72:,2015.3.15-17.58.13
4--72:,2015.3.15-17.58.14
4--100:,2015.3.15-17.58.15
4--100:,2015.3.15-17.58.16
4--100:,2015.3.15-17.58.17
4--108:,2015.3.15-17.58.18
4--97:,2015.3.15-17.58.19
4--97:,2015.3.15-17.58.20
4--91:,2015.3.15-17.58.21
4--66:,2015.3.15-17.58.22
4--95:,2015.3.15-17.58.23
4--72:,2015.3.15-17.58.24
4--92:,2015.3.15-17.58.26
4--91:,2015.3.15-17.58.27
4--91:,2015.3.15-17.58.28
4--91:,2015.3.15-17.58.29
4--93:,2015.3.15-17.58.30
4--93:,2015.3.15-17.58.31
4--92:,2015.3.15-17.58.32
4--96:,2015.3.15-17.58.33
4--90:,2015.3.15-17.58.34
4--88:,2015.3.15-17.58.35
4--88:,2015.3.15-17.58.36
4--88:,2015.3.15-17.58.37
4--88:,2015.3.15-17.58.38
4--88:,2015.3.15-17.58.39
4--97:,2015.3.15-17.58.40
4--97:,2015.3.15-17.58.41
4--97:,2015.3.15-17.58.42
4--97:,2015.3.15-17.58.43
4--120:,2015.3.15-17.58.44
4--100:,2015.3.15-17.58.45
4--99:,2015.3.15-17.58.46
4--72:,2015.3.15-17.58.47
4--102:,2015.3.15-17.58.48
4--102:,2015.3.15-17.58.50
4--96:,2015.3.15-17.58.51
4--72:,2015.3.15-17.58.52
4--72:,2015.3.15-17.58.53
4--103:,2015.3.15-17.58.54
4--100:,2015.3.15-17.58.55
4--100:,2015.3.15-17.58.56
4--100:,2015.3.15-17.58.57
4--100:,2015.3.15-17.58.58
4--97:,2015.3.15-17.58.59
4--97:,2015.3.15-17.59.0
4--97:,2015.3.15-17.59.1
4--97:,2015.3.15-17.59.2
4--97:,2015.3.15-17.59.3
4--72:,2015.3.15-17.59.4
3--102:4--72:,2015.3.15-17.59.5
3--102:4--99:,2015.3.15-17.59.6
3--102:4--99:,2015.3.15-17.59.7
3--97:4--99:,2015.3.15-17.59.8
3--97:4--99:,2015.3.15-17.59.9
3--97:4--99:,2015.3.15-17.59.10
3--97:4--97:,2015.3.15-17.59.11
3--97:4--95:,2015.3.15-17.59.12
3--97:4--95:5--103:,2015.3.15-17.59.14
3--97:4--100:5--100:,2015.3.15-17.59.15
3--97:4--98:5--100:,2015.3.15-17.59.16
3--97:4--72:5--103:,2015.3.15-17.59.17
4--99:5--103:,2015.3.15-17.59.18
4--98:5--72:,2015.3.15-17.59.19
4--96:5--100:,2015.3.15-17.59.20
4--72:5--100:,2015.3.15-17.59.21
4--99:5--100:,2015.3.15-17.59.22
4--99:5--99:,2015.3.15-17.59.23
2--95:4--99:5--99:,2015.3.15-17.59.24
2--95:4--99:5--98:,2015.3.15-17.59.25
2--95:4--99:5--99:,2015.3.15-17.59.26
2--95:4--99:5--72:,2015.3.15-17.59.27
2--91:4--99:5--95:,2015.3.15-17.59.28
2--66:4--99:5--101:,2015.3.15-17.59.29
2--89:4--99:5--125:,2015.3.15-17.59.30
2--87:5--72:,2015.3.15-17.59.31
2--84:5--96:,2015.3.15-17.59.32
2--85:5--72:,2015.3.15-17.59.33
2--86:5--72:,2015.3.15-17.59.34
2--66:5--72:,2015.3.15-17.59.35
2--66:5--72:,2015.3.15-17.59.37
2--66:5--72:,2015.3.15-17.59.38
2--90:5--72:,2015.3.15-17.59.39
2--93:5--72:,2015.3.15-17.59.40
2--90:5--72:,2015.3.15-17.59.41
2--66:5--72:,2015.3.15-17.59.42
2--89:5--72:,2015.3.15-17.59.43
2--85:5--100:,2015.3.15-17.59.44
2--92:5--98:,2015.3.15-17.59.45
2--91:5--95:,2015.3.15-17.59.46
2--97:5--101:,2015.3.15-17.59.47
2--92:5--104:,2015.3.15-17.59.48
2--90:5--100:,2015.3.15-17.59.49
2--89:5--96:,2015.3.15-17.59.50
2--92:5--96:,2015.3.15-17.59.51
2--93:5--96:,2015.3.15-17.59.52
2--93:5--96:,2015.3.15-17.59.53
2--92:5--96:,2015.3.15-17.59.54
2--91:5--97:,2015.3.15-17.59.55
2--91:5--97:,2015.3.15-17.59.56
2--92:5--97:,2015.3.15-17.59.57
2--95:5--97:,2015.3.15-17.59.58
2--66:5--102:,2015.3.15-18.0.0
2--89:5--94:,2015.3.15-18.0.1
2--69:5--69:,2015.3.15-18.0.2
2--95:5--69:,2015.3.15-18.0.3
2--92:5--69:,2015.3.15-18.0.4
2--85:5--69:,2015.3.15-18.0.5
2--86:5--69:,2015.3.15-18.0.6
2--87:5--69:,2015.3.15-18.0.7
2--66:5--69:,2015.3.15-18.0.8
2--91:5--69:,2015.3.15-18.0.9
2--88:5--69:,2015.3.15-18.0.10
2--94:5--69:,2015.3.15-18.0.11
2--89:,2015.3.15-18.0.12
2--90:,2015.3.15-18.0.13
2--92:,2015.3.15-18.0.14
2--66:,2015.3.15-18.0.15
2--92:,2015.3.15-18.0.16
2--83:5--72:,2015.3.15-18.0.17
2--88:5--72:,2015.3.15-18.0.18
2--95:5--72:,2015.3.15-18.0.19
2--69:5--72:,2015.3.15-18.0.20
2--69:5--72:,2015.3.15-18.0.21
2--99:5--72:,2015.3.15-18.0.22
2--72:5--72:,2015.3.15-18.0.24
2--100:5--72:,2015.3.15-18.0.25
2--98:5--72:,2015.3.15-18.0.26
2--98:,2015.3.15-18.0.27
2--100:,2015.3.15-18.0.28
2--72:,2015.3.15-18.0.29
2--86:,2015.3.15-18.0.30
2--66:,2015.3.15-18.0.31
2--93:,2015.3.15-18.0.32
2--95:,2015.3.15-18.0.33
2--91:,2015.3.15-18.0.34
2--91:,2015.3.15-18.0.35
2--92:,2015.3.15-18.0.36
2--92:,2015.3.15-18.0.37
2--93:,2015.3.15-18.0.38
2--94:,2015.3.15-18.0.39
2--93:,2015.3.15-18.0.40
2--69:,2015.3.15-18.0.41
2--69:,2015.3.15-18.0.42
2--94:,2015.3.15-18.0.43
2--93:,2015.3.15-18.0.44
2--92:,2015.3.15-18.0.45
2--93:,2015.3.15-18.0.46
2--92:,2015.3.15-18.0.48
2--93:,2015.3.15-18.0.49
2--66:,2015.3.15-18.0.50
2--86:,2015.3.15-18.0.51
2--89:,2015.3.15-18.0.52
2--93:5--72:,2015.3.15-18.0.53
2--90:5--97:,2015.3.15-18.0.54
2--91:5--98:,2015.3.15-18.0.55
2--91:5--98:,2015.3.15-18.0.56
2--96:5--98:,2015.3.15-18.0.57
2--91:5--98:,2015.3.15-18.0.58
2--97:5--98:,2015.3.15-18.0.59
2--95:5--98:,2015.3.15-18.1.0
2--72:5--98:,2015.3.15-18.1.1
2--72:5--98:,2015.3.15-18.1.2
2--98:5--98:,2015.3.15-18.1.3
2--97:5--98:,2015.3.15-18.1.4
2--100:5--98:,2015.3.15-18.1.5
2--98:5--98:,2015.3.15-18.1.6
2--96:5--98:,2015.3.15-18.1.7
2--98:5--98:,2015.3.15-18.1.8
2--100:5--98:,2015.3.15-18.1.9
2--100:5--98:,2015.3.15-18.1.11
2--100:5--98:,2015.3.15-18.1.12
2--102:5--98:,2015.3.15-18.1.13
2--102:5--98:,2015.3.15-18.1.14
2--102:,2015.3.15-18.1.15
2--102:,2015.3.15-18.1.16
2--102:,2015.3.15-18.1.17
2--97:,2015.3.15-18.1.18
2--72:,2015.3.15-18.1.19
2--69:,2015.3.15-18.1.20
2--95:,2015.3.15-18.1.21
2--95:,2015.3.15-18.1.22
2--101:,2015.3.15-18.1.23
2--101:,2015.3.15-18.1.24
2--72:,2015.3.15-18.1.25
2--98:,2015.3.15-18.1.26
2--89:,2015.3.15-18.1.27
2--88:,2015.3.15-18.1.28
2--97:,2015.3.15-18.1.29
2--69:,2015.3.15-18.1.30
2--91:5--98:,2015.3.15-18.1.31
2--105:5--98:,2015.3.15-18.1.32
2--60:5--98:,2015.3.15-18.1.33
2--85:5--98:,2015.3.15-18.1.35
2--91:5--98:,2015.3.15-18.1.36
2--85:5--72:,2015.3.15-18.1.37
2--83:5--98:,2015.3.15-18.1.38
2--75:5--72:,2015.3.15-18.1.39
2--82:5--99:,2015.3.15-18.1.40
2--82:5--99:,2015.3.15-18.1.41
2--60:5--99:,2015.3.15-18.1.42
2--98:5--101:,2015.3.15-18.1.43
2--94:5--101:,2015.3.15-18.1.44
2--94:5--101:,2015.3.15-18.1.45
2--91:5--101:,2015.3.15-18.1.46
2--90:5--101:,2015.3.15-18.1.47
2--91:5--101:,2015.3.15-18.1.48
2--92:5--101:,2015.3.15-18.1.49
2--92:5--101:,2015.3.15-18.1.50
2--93:5--101:,2015.3.15-18.1.51
2--96:5--101:,2015.3.15-18.1.52
2--96:,2015.3.15-18.1.53
2--96:,2015.3.15-18.1.54
2--96:,2015.3.15-18.1.55
2--96:,2015.3.15-18.1.56
2--96:,2015.3.15-18.1.57
2--96:4--66:,2015.3.15-18.1.59
2--96:4--66:,2015.3.15-18.2.0
2--96:4--93:,2015.3.15-18.2.1
2--96:4--96:,2015.3.15-18.2.2
4--92:,2015.3.15-18.2.3
4--88:,2015.3.15-18.2.4
4--122:,2015.3.15-18.2.5
4--86:,2015.3.15-18.2.6
4--66:,2015.3.15-18.2.7
4--66:,2015.3.15-18.2.8
4--100:,2015.3.15-18.2.9
3--102:4--72:,2015.3.15-18.2.10
3--102:4--72:,2015.3.15-18.2.11
3--102:4--100:,2015.3.15-18.2.12
3--102:4--100:,2015.3.15-18.2.13
3--72:4--100:6--98,2015.3.15-18.2.14
3--99:4--100:6--98,2015.3.15-18.2.15
3--95:4--100:6--98,2015.3.15-18.2.16
3--87:4--100:6--72,2015.3.15-18.2.17
3--91:4--100:6--72,2015.3.15-18.2.18
3--90:4--100:6--72,2015.3.15-18.2.19
3--88:4--100:6--72,2015.3.15-18.2.20
3--99:4--100:6--72,2015.3.15-18.2.22
3--99:6--72,2015.3.15-18.2.23
3--103:6--72,2015.3.15-18.2.24
3--99:6--72,2015.3.15-18.2.25
3--89:6--72,2015.3.15-18.2.26
3--97:6--72,2015.3.15-18.2.27
3--95:,2015.3.15-18.2.28
3--100:,2015.3.15-18.2.29
3--72:5--102:,2015.3.15-18.2.30
3--72:5--102:,2015.3.15-18.2.31
3--72:5--102:,2015.3.15-18.2.32
3--102:5--102:,2015.3.15-18.2.33
3--102:5--102:,2015.3.15-18.2.34
3--102:5--102:,2015.3.15-18.2.35
3--102:5--102:,2015.3.15-18.2.36
3--101:5--102:,2015.3.15-18.2.37
3--72:5--102:,2015.3.15-18.2.38
3--105:,2015.3.15-18.2.39
3--99:,2015.3.15-18.2.40
3--99:,2015.3.15-18.2.41
3--113:,2015.3.15-18.2.42
3--98:5--101:,2015.3.15-18.2.44
3--89:5--97:,2015.3.15-18.2.45
3--86:5--72:,2015.3.15-18.2.46
3--100:5--72:,2015.3.15-18.2.47
3--96:5--72:,2015.3.15-18.2.48
3--72:5--72:,2015.3.15-18.2.49
3--94:5--72:,2015.3.15-18.2.50
3--92:5--72:,2015.3.15-18.2.51
3--107:5--72:,2015.3.15-18.2.52
3--94:5--72:,2015.3.15-18.2.53
3--105:5--72:,2015.3.15-18.2.54
3--94:,2015.3.15-18.2.55
3--93:,2015.3.15-18.2.56
3--95:,2015.3.15-18.2.57
3--96:,2015.3.15-18.2.58
3--72:,2015.3.15-18.2.59
3--95:,2015.3.15-18.3.0
3--95:,2015.3.15-18.3.1
3--98:,2015.3.15-18.3.2
3--92:5--97:,2015.3.15-18.3.3
3--92:5--97:,2015.3.15-18.3.4
3--72:5--72:,2015.3.15-18.3.5
3--96:5--72:,2015.3.15-18.3.7
3--96:5--99:,2015.3.15-18.3.8
3--98:5--98:,2015.3.15-18.3.9
3--92:5--98:,2015.3.15-18.3.10
3--91:5--98:,2015.3.15-18.3.11
3--72:5--98:,2015.3.15-18.3.12
3--69:5--98:6--104,2015.3.15-18.3.13
3--99:5--98:6--104,2015.3.15-18.3.14
3--99:5--98:6--103,2015.3.15-18.3.15
3--97:5--95:6--103,2015.3.15-18.3.16
3--72:5--95:6--103,2015.3.15-18.3.17
3--95:5--95:6--103,2015.3.15-18.3.18
3--96:5--95:6--103,2015.3.15-18.3.19
3--97:5--95:6--103,2015.3.15-18.3.20
3--69:5--72:6--96,2015.3.15-18.3.21
3--95:5--72:6--96,2015.3.15-18.3.22
3--98:5--72:6--96,2015.3.15-18.3.23
3--101:5--72:6--96,2015.3.15-18.3.24
3--95:5--72:6--96,2015.3.15-18.3.25
3--91:5--72:6--96,2015.3.15-18.3.26
3--95:5--72:6--96,2015.3.15-18.3.27
3--94:5--72:6--96,2015.3.15-18.3.28
3--96:5--72:6--96,2015.3.15-18.3.29
3--94:6--96,2015.3.15-18.3.31
3--92:,2015.3.15-18.3.32
3--92:,2015.3.15-18.3.33
3--93:5--97:,2015.3.15-18.3.34
3--90:5--97:,2015.3.15-18.3.35
3--94:5--97:,2015.3.15-18.3.36
3--91:5--97:,2015.3.15-18.3.37
3--95:5--97:,2015.3.15-18.3.38
3--69:5--97:,2015.3.15-18.3.39
3--91:5--97:,2015.3.15-18.3.40
3--96:5--97:,2015.3.15-18.3.41
3--66:5--97:,2015.3.15-18.3.42
3--93:5--97:,2015.3.15-18.3.43
3--72:,2015.3.15-18.3.44
3--97:6--72,2015.3.15-18.3.45
3--72:6--96,2015.3.15-18.3.46
3--90:6--97,2015.3.15-18.3.47
3--92:6--101,2015.3.15-18.3.48
3--101:6--109,2015.3.15-18.3.49
3--97:6--97,2015.3.15-18.3.50
3--100:6--100,2015.3.15-18.3.51
3--100:5--106:6--72,2015.3.15-18.3.52
3--72:5--106:6--72,2015.3.15-18.3.53
3--72:5--66:6--101,2015.3.15-18.3.54
3--72:5--94:6--101,2015.3.15-18.3.56
3--98:5--96:6--101,2015.3.15-18.3.57
3--101:5--101:6--101,2015.3.15-18.3.58
3--96:5--101:6--72,2015.3.15-18.3.59
3--91:5--101:6--98,2015.3.15-18.4.0
3--91:5--101:6--98,2015.3.15-18.4.1
3--72:5--101:6--98,2015.3.15-18.4.2
3--93:5--101:6--98,2015.3.15-18.4.3
3--92:5--101:6--98,2015.3.15-18.4.4
3--96:5--101:6--98,2015.3.15-18.4.5
3--96:5--101:6--98,2015.3.15-18.4.6
3--99:5--101:6--98,2015.3.15-18.4.7
3--92:6--98,2015.3.15-18.4.8
3--89:6--98,2015.3.15-18.4.9
3--66:,2015.3.15-18.4.10
3--91:,2015.3.15-18.4.11
3--69:,2015.3.15-18.4.12
3--108:,2015.3.15-18.4.13
3--98:,2015.3.15-18.4.14
3--95:,2015.3.15-18.4.15
3--99:,2015.3.15-18.4.16
3--69:,2015.3.15-18.4.18
3--97:,2015.3.15-18.4.19
3--95:,2015.3.15-18.4.20
3--96:,2015.3.15-18.4.21
3--95:,2015.3.15-18.4.22
3--92:5--101:,2015.3.15-18.4.23
3--72:5--101:6--101,2015.3.15-18.4.24
3--95:5--101:6--101,2015.3.15-18.4.25
3--95:5--101:6--101,2015.3.15-18.4.26
3--99:5--101:6--101,2015.3.15-18.4.27
3--98:5--72:6--101,2015.3.15-18.4.28
3--99:5--72:6--101,2015.3.15-18.4.29
3--101:5--103:6--101,2015.3.15-18.4.30
3--101:5--94:6--101,2015.3.15-18.4.31
3--101:5--92:6--101,2015.3.15-18.4.32
3--103:5--95:6--101,2015.3.15-18.4.33
3--97:5--94:,2015.3.15-18.4.34
3--114:5--72:,2015.3.15-18.4.35
3--98:5--91:,2015.3.15-18.4.36
3--98:5--96:,2015.3.15-18.4.37
3--98:5--93:,2015.3.15-18.4.38
3--99:5--69:,2015.3.15-18.4.39
3--99:5--89:,2015.3.15-18.4.40
3--99:5--60:,2015.3.15-18.4.41
3--99:5--91:,2015.3.15-18.4.43
3--99:5--98:,2015.3.15-18.4.44
3--99:5--100:,2015.3.15-18.4.45
3--99:5--95:,2015.3.15-18.4.46
3--99:5--96:,2015.3.15-18.4.47
3--99:5--98:,2015.3.15-18.4.48
3--99:5--98:,2015.3.15-18.4.49
5--101:,2015.3.15-18.4.50
5--101:,2015.3.15-18.4.51
5--97:,2015.3.15-18.4.52
5--95:,2015.3.15-18.4.53
5--72:,2015.3.15-18.4.54
5--101:,2015.3.15-18.4.55
5--101:,2015.3.15-18.4.56
5--97:,2015.3.15-18.4.57
5--92:,2015.3.15-18.4.58
5--91:,2015.3.15-18.4.59
5--91:,2015.3.15-18.5.0
5--92:,2015.3.15-18.5.1
5--91:,2015.3.15-18.5.2
5--92:,2015.3.15-18.5.3
5--90:,2015.3.15-18.5.4
5--92:,2015.3.15-18.5.5
5--93:,2015.3.15-18.5.6
5--96:,2015.3.15-18.5.8
5--95:,2015.3.15-18.5.9
5--95:,2015.3.15-18.5.10
5--96:,2015.3.15-18.5.11
2--94:5--69:,2015.3.15-18.5.12
2--94:3--72:5--72:,2015.3.15-18.5.13
2--98:3--72:5--92:,2015.3.15-18.5.14
2--98:3--72:5--97:,2015.3.15-18.5.15
2--98:3--97:5--84:,2015.3.15-18.5.16
2--98:3--97:5--96:,2015.3.15-18.5.17
2--98:3--97:5--72:,2015.3.15-18.5.18
